vendor,api_slug,class,reason,removed,readd_condition,evidence_source
swaggerhub.wwg-integration,b2b,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.wwwadzapi,api-mod-materials,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.wwwadzapi,api-mod-nsi-3,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.xvrbovskym,b-vsa-semestralny-projekt-2,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.xvrbovskym,b-vsa-semestralny-projekt-2-correct,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.zeyos,api-kickz,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.zeyos,api-spontent,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.zeyos,api-stockly,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.zeyos,api-top4sports,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
tafqit.herokuapp.com,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): heroku-demo,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
trapstreet.com,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): defunct-domain-now-apparel,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
truesight.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
twinehealth.com,main,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): acquired by Fitbit/Google, enterprise-only no public self-serve API",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vmware.local,vrni,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Catalog-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Catalog-API-Seller-Portal,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Checkout-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Customer-Credit-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,GiftCard-Hub-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Giftcard-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Headless-CMS-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Intelligent-Search-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,License-Manager-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Logistics-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Marketplace-APIs,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Marketplace-APIs-,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Master-Data-API-,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,MasterData-API-,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Message-Center-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Orders-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Policies-System-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Pricing-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Pricing-Hub,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Profile-System,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Promotions-,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,Reviews-and-Ratings-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
vtex.local,SKU-Bindings-API,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
